SORT_COLUMN	SORT_ALPHA	GUEST_NAME	PROFILE_ID	FULL_ADDRESS	IS_TOTAL_YN	IATA_COMP_NO	POTENTIAL_ROOM_REVENUE	POTENTIAL_ROOM_NIGHTS	NO_OF_PROFILES	CF_CORPID_POTENTIAL	C_YEAR	MONTH_SORT	P_MONTH	C_MONTH	C_MONTH_YY	CS_ROOM_NIGHTS_Y	CS_IND_ROOM_NIGHTS_Y	CS_BLK_ROOM_NIGHTS_Y	CS_RESERVATION_NIGHTS_Y	CF_ADR_Y	CF_IND_ADR_Y	CF_BLK_ADR_Y	CS_ROOM_REVENUE_Y	CS_FOOD_REVENUE_Y	CS_OTHER_REVENUE_Y	CS_TOTAL_REVENUE_Y	CS_IND_ROOM_REVENUE_Y	CS_BLK_ROOM_REVENUE_Y	CS_NON_REVENUE_Y	CS_PERSONS_Y	CS_ADULTS_Y	CS_CHILDREN_Y	CS_CHILDREN1_Y	CS_CHILDREN2_Y	CS_CHILDREN3_Y	CS_CHILDREN4_Y	CS_CHILDREN5_Y	CS_ARRIVALS_Y	CF_ROOM_REVENUE_PP_Y	CF_FOOD_REVENUE_PP_Y	CF_OTHER_REVENUE_PP_Y	CF_TOTAL_REVENUE_PP_Y	CF_NON_REVENUE_PP_Y	CS_CANCELS_Y	CS_CANCELLED_RESERVATIONS_Y	CS_NO_SHOWS_Y	CS_NOSHOW_RESERVATIONS_Y	CS_DAY_USE_Y	CS_PICKED_UP_Y	CS_DAY_USE_RESERVATIONS_Y	CS_RESERVATION_ARRIVALS_Y	ROOMS	ROOM	FOOD	OTHER	TOTAL_REVENUE	NON_REVENUE	PERSONS	ADULTS	CHILDREN	CHILDREN1	CHILDREN2	CHILDREN3	CHILDREN4	CHILDREN5	ARRIVALS	CANCELS	NO_SHOWS	DAY_USE	RESERVATION_NIGHTS	CANCELLED_RESERVATIONS	NO_SHOW_RESERVATIONS	DAY_USE_RESERVATIONS	RESERVATION_ARRIVALS	P_ROOM	P_FOOD	P_OTHER	PROF_TOTAL_REVENUE	PROF_NON_REVENUE	PROF_NIGHTS1	IND_ROOM_NIGHTS	IND_ROOM_REVENUE	BLK_ROOM_NIGHTS	BLK_ROOM_REVENUE	ROOM_REV_ORDER	FOOD_REV_RANK	OTHER_REV_RANK	TOTAL_REV_RANK	NON_REV_RANK1	NON_REV_RANK	ARRIVALS_RANK	CF_ADR	CF_IND_ADR	CF_BLK_ADR	CF_ROOM_REVENUE_PP	CF_FOOD_REVENUE_PP	CF_OTHER_REVENUE_PP	CF_TOTAL_REVENUE_PP	CF_NON_REVENUE_PP
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	1	01-JAN-20	Jan	Jan 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	2	01-FEB-20	Feb	Feb 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	3	01-MAR-20	Mar	Mar 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	4	01-APR-20	Apr	Apr 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	5	01-MAY-20	May	May 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	6	01-JUN-20	Jun	Jun 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	2	751.28	106.36	85.76	943.4	56.6	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	751.28	106.36	85.76	943.4	56.6	2	2	751.28	0	0	349	290	334	378	352	92	66	375.64	375.64	0	375.64	53.18	42.88	471.7	28.3
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	7	01-JUL-20	Jul	Jul 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	8	01-AUG-20	Aug	Aug 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	123 AIRLINES	123 Airlines	9829493	Room 716, 7 / F, 1023 Qinghu Road    TSN 	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	9	01-SEP-20	Sep	Sep 20	2	2	0	2	375.64	375.64	0	751.28	106.36	85.76	943.4	751.28	0	56.6	2	2	0	0	0	0	0	0	2	375.64	53.18	42.88	471.7	28.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751.28	106.36	85.76	943.4	56.6	2	0	0	0	0	349	290	334	378	352	92	66	0	0	0	0	0	0	0	0
0	2020 SOCIALE EVENTS	2020 Sociale Events	9821403	     	N				546	   Potential Room Revenue:    Potential Room Nights:  	2020	1	01-JAN-20	Jan	Jan 20	0	0	0	0	0	0	0	0	9600	0	9600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9600	0	9600	0	0	0	0	0	0	402	79	379	172	406	94	68	0	0	0	0	0	0	0	0
